Approved Symbol	Approved Name	Aliases	Entrez Gene ID (mapped data supplied by NCBI)	Ensembl ID (mapped data supplied by Ensembl)
SCGB2A2	secretoglobin, family 2A, member 2	UGB2, MGC71974	4250	ENSG00000110484
SDK2	sidekick homolog 2 (chicken)	FLJ10832, KIAA1514	54549	ENSG00000069188
TRNAR22	transfer RNA arginine 22 (anticodon UCG)		100189264	
COQ9	coenzyme Q9 homolog (S. cerevisiae)	DKFZP434K046	57017	ENSG00000088682
HEPN1	hepatocellular carcinoma, down-regulated 1		641654	ENSG00000221932
TNRC6B	trinucleotide repeat containing 6B	KIAA1093	23112	ENSG00000100354
UBBP3	ubiquitin B pseudogene 3		23667	
GSTCD	glutathione S-transferase, C-terminal domain containing	FLJ13273	79807	ENSG00000138780
CAB39	calcium binding protein 39	CGI-66, MO25	51719	ENSG00000135932
TTTY17A	testis-specific transcript, Y-linked 17A (non-protein coding)	NCRNA00140	252949	ENSG00000228240
HERC3	hect domain and RLD 3	KIAA0032	8916	ENSG00000138641
TRBV8-1	T cell receptor beta variable 8-1 (pseudogene)	TRBV81, TCRBV30S1P, TCRBV8S1P	28588	ENSG00000243889
MAB21L1	mab-21-like 1 (C. elegans)	CAGR1	4081	ENSG00000180660
C17orf107	chromosome 17 open reading frame 107		100130311	ENSG00000205710
RPL21P77	ribosomal protein L21 pseudogene 77		100271183	
CACNA2D4	calcium channel, voltage-dependent, alpha 2/delta subunit 4		93589	ENSG00000151062
PCYT1B-AS1	PCYT1B antisense RNA 1 (non-protein coding)			ENSG00000236836
KIAA0930	KIAA0930	bK268H5.C22.1	23313	ENSG00000100364
PCDHA1	protocadherin alpha 1		56147	ENSG00000204970
HOXA13	homeobox A13		3209	ENSG00000106031
DENND5B	DENN/MADD domain containing 5B	MGC24039	160518	ENSG00000170456
NHLH1	nescient helix loop helix 1	NSCL, NSCL1, bHLHa35	4807	ENSG00000171786
ERVK-9	endogenous retrovirus group K, member 9		100616102	
MBD2	methyl-CpG binding domain protein 2		8932	ENSG00000134046
RNF103-CHMP3	RNF103-CHMP3 readthrough		100526767	ENSG00000249884
DAB1	disabled homolog 1 (Drosophila)		1600	ENSG00000173406
GPN2	GPN-loop GTPase 2	FLJ10349	54707	ENSG00000142751
SNORD115-40	small nucleolar RNA, C/D box 115-40	HBII-52-40	100033814	ENSG00000199537
TGIF2P2	TGFB-induced factor homeobox 2 pseudogene 2			
C4B	complement component 4B (Chido blood group)	CPAMD3, C4F, CO4, C4B1, C4B3, CH	721	
IQCJ	IQ motif containing J		654502	ENSG00000214216
VGLL1	vestigial like 1 (Drosophila)	TONDU, TDU	51442	ENSG00000102243
TSSK5P1	testis-specific serine kinase 5 pseudogene 1	TSSKps1	648630	ENSG00000227473
RPL32P19	ribosomal protein L32 pseudogene 19		646433	
OR7A8P	olfactory receptor, family 7, subfamily A, member 8 pseudogene	OST042, HG83, OR19-11	26661	
FBXL21	F-box and leucine-rich repeat protein 21 (gene/pseudogene)	FBL3B, Fbl21	26223	ENSG00000164616
OR51A5P	olfactory receptor, family 51, subfamily A, member 5 pseudogene		79525	ENSG00000225003
RPL23AP4	ribosomal protein L23a pseudogene 4		54029	ENSG00000212932
PECR	peroxisomal trans-2-enoyl-CoA reductase	HSA250303, TERP, SDR29C1	55825	ENSG00000115425
MTND5P7	MT-ND5 pseudogene 7			ENSG00000230531
MIR4796	microRNA 4796	hsa-mir-4796	100616166	
OR4G1P	olfactory receptor, family 4, subfamily G, member 1 pseudogene	OLB	26681	
GM2A	GM2 ganglioside activator	SAP-3	2760	ENSG00000196743
C1orf129	chromosome 1 open reading frame 129	FLJ23550, ARMC11	80133	ENSG00000117501
PABPC1P2	poly(A) binding protein, cytoplasmic 1 pseudogene 2	PABP2, PABP4	728773	ENSG00000198526
MIR892A	microRNA 892a	hsa-mir-892a	100126342	ENSG00000215943
GFRA2	GDNF family receptor alpha 2	RETL2, GDNFRB, NTNRA, TRNR2	2675	ENSG00000168546
RNF112	ring finger protein 112	BFP	7732	ENSG00000128482
MIR660	microRNA 660	hsa-mir-660	724030	ENSG00000207970
EIF2S2P5	eukaryotic translation initiation factor 2, subunit 2 beta pseudogene 5		347675	ENSG00000225650
RRNAD1	ribosomal RNA adenine dimethylase domain containing 1	CGI-41	51093	ENSG00000143303
RPL12P21	ribosomal protein L12 pseudogene 21		100270921	
MAGED2	melanoma antigen family D, 2	JCL-1, BCG1, 11B6, MAGE-D2, HCA10, MAGED, MGC8386	10916	ENSG00000102316
TRNAL45P	transfer RNA leucine 45 (anticodon UAA) pseudogene		100189520	
SNORD98	small nucleolar RNA, C/D box 98	HBII-419	692211	ENSG00000221182
MARCH11	membrane-associated ring finger (C3HC4) 11	MARCH-XI	441061	ENSG00000183654
ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	KIAA0050	9744	ENSG00000072818
TCF12	transcription factor 12	HEB, HTF4, HsT17266, bHLHb20	6938	ENSG00000140262
PCDHA14	protocadherin alpha 14 pseudogene	CNR3, CRNR3, PCDH-PSI4	26307	
YME1L1	YME1-like 1 (S. cerevisiae)		10730	ENSG00000136758
SIGLEC1	sialic acid binding Ig-like lectin 1, sialoadhesin	SIGLEC-1, CD169, FLJ00051, FLJ00055, FLJ00073, FLJ32150, dJ1009E24.1, sialoadhesin	6614	ENSG00000088827
SETP22	SET pseudogene 22		642737	
FAM18B4P	family with sequence similarity 18, member B4, pseudogene		100421473	ENSG00000108442
ADPRHL2	ADP-ribosylhydrolase like 2	ARH3, FLJ20446	54936	ENSG00000116863
LYRM1	LYR motif containing 1	A211C6.1	57149	ENSG00000102897
RP9	retinitis pigmentosa 9 (autosomal dominant)	PAP-1	6100	ENSG00000164610
MIR520A	microRNA 520a	hsa-mir-520a	574467	ENSG00000207594
TRNAV12	transfer RNA valine 12 (anticodon AAC)		100189014	
CMT2B	Charcot-Marie-Tooth neuropathy 2B			
SLC5A11	solute carrier family 5 (sodium/glucose cotransporter), member 11	KST1, SMIT2, SGLT6	115584	ENSG00000158865
ATP7BP1	ATPase, Cu++ transporting, beta polypeptide pseudogene 1		100462825	
MYO15B	myosin XVB pseudogene	MYO15BP	80022	ENSG00000188126
LINC00230B	long intergenic non-protein coding RNA 230B		401629	ENSG00000230663
CKS1B	CDC28 protein kinase regulatory subunit 1B	ckshs1, CKS1	1163	ENSG00000173207
RPS18P5	ribosomal protein S18 pseudogene 5		100131863	
SLC4A10	solute carrier family 4, sodium bicarbonate transporter, member 10	NBCn2, NCBE	57282	ENSG00000144290
AOC3	amine oxidase, copper containing 3 (vascular adhesion protein 1)	VAP1, HPAO, VAP-1	8639	ENSG00000131471
HSPD1P19	heat shock 60kDa protein 1 (chaperonin) pseudogene 19	HSPD1-18P	100463288	
MKX	mohawk homeobox	MGC39616	283078	ENSG00000150051
AIM1L	absent in melanoma 1-like	CRYBG2, FLJ38020	55057	ENSG00000176092
RPL39P	ribosomal protein L39 pseudogene	dJ1167H4.5	140719	ENSG00000228601
PPP6CP	protein phosphatase 6, catalytic subunit pseudogene		100144631	
MIR4701	microRNA 4701	hsa-mir-4701	100616262	
C19orf52	chromosome 19 open reading frame 52		90580	ENSG00000142444
TRNAK11	transfer RNA lysine 11 (anticodon UUU)		100189098	
EPM2AIP1	EPM2A (laforin) interacting protein 1	KIAA0766, FLJ11207	9852	ENSG00000178567
BATF	basic leucine zipper transcription factor, ATF-like	B-ATF, SFA-2, BATF1	10538	ENSG00000156127
TRG@	T cell receptor gamma locus	TRG	6965	
XIAP	X-linked inhibitor of apoptosis	hILP	331	ENSG00000101966
RNU2-3P	RNA, U2 small nuclear 3, pseudogene	U2	26854	ENSG00000222076
MSK38	antigen identified by monoclonal antibody O5		4473	
SNORA70	small nucleolar RNA, H/ACA box 70	U70, DXS648E	26778	ENSG00000207165
MRS2	MRS2 magnesium homeostasis factor homolog (S. cerevisiae)		57380	ENSG00000124532
OTC	ornithine carbamoyltransferase		5009	ENSG00000036473
MIR890	microRNA 890	hsa-mir-890	100126303	ENSG00000216075
OR7E106P	olfactory receptor, family 7, subfamily E, member 106 pseudogene	OST215	81115	
MIR3163	microRNA 3163	hsa-mir-3163	100423029	
RN5S57	RNA, 5S ribosomal 57			
POLDIP3	polymerase (DNA-directed), delta interacting protein 3	PDIP46, KIAA1649	84271	ENSG00000100227
P2RX5	purinergic receptor P2X, ligand-gated ion channel, 5	P2X5	5026	ENSG00000083454
PGA5	pepsinogen 5, group I (pepsinogen A)		5222	ENSG00000256713
RPS2P45	ribosomal protein S2 pseudogene 45	FLJ12331	80052	ENSG00000244378
THAP7	THAP domain containing 7	MGC10963	80764	ENSG00000184436
OSGEP	O-sialoglycoprotein endopeptidase	PRSMG1, GCPL1, OSGEP1, KAE1	55644	ENSG00000092094
RPL10AP2	ribosomal protein L10a pseudogene 2		253986	ENSG00000188873
PIGM	phosphatidylinositol glycan anchor biosynthesis, class M	GPI-MT-I	93183	ENSG00000143315
GIN1	gypsy retrotransposon integrase 1	FLJ20125, GIN-1, TGIN1	54826	ENSG00000145723
STAG3L2	stromal antigen 3-like 2	MGC131759	442582	ENSG00000160828
HIST1H2APS5	histone cluster 1, H2a, pseudogene 5	pH2A/f	10341	
PTMAP3	prothymosin, alpha pseudogene 3 (gene sequence 34)		5760	ENSG00000218902
SNORD115-16	small nucleolar RNA, C/D box 115-16	HBII-52-16	100033454	ENSG00000200757
APLF	aprataxin and PNKP like factor	MGC47799	200558	ENSG00000169621
DUS1L	dihydrouridine synthase 1-like (S. cerevisiae)	PP3111, DUS1	64118	ENSG00000169718
PPIAP7	peptidylprolyl isomerase A (cyclophilin A) pseudogene 7		5489	ENSG00000173810
NMUR2	neuromedin U receptor 2		56923	ENSG00000132911
DFNA60	deafness, autosomal dominant 60			
IGHV4-B	immunoglobulin heavy variable 4-B (provisional)		28389	
MIR126	microRNA 126	hsa-mir-126	406913	ENSG00000199161
VN1R86P	vomeronasal 1 receptor 86 pseudogene		100312831	
EVL	Enah/Vasp-like	RNB6	51466	ENSG00000196405
CRPP1	C-reactive protein pseudogene 1		171422	
LRRC1	leucine rich repeat containing 1	dJ523E19.1, LANO, FLJ10775, FLJ11834	55227	ENSG00000137269
VN1R94P	vomeronasal 1 receptor 94 pseudogene		100312839	
RFPL1	ret finger protein-like 1	RNF78	5988	ENSG00000128250
TIPARP-AS1	TIPARP antisense RNA 1 (non-protein coding)		100287227	ENSG00000243926
CDC14C	CDC14 cell division cycle 14 homolog C (S. cerevisiae)	MGC26484, CDC14B2, CDC14Bretro	168448	
ADAM28	ADAM metallopeptidase domain 28	eMDCII, MDC-Lm, MDC-Ls, ADAM23	10863	ENSG00000042980
IGHD6-25	immunoglobulin heavy diversity 6-25	IGHD625	28485	ENSG00000225825
TMPRSS11D	transmembrane protease, serine 11D		9407	ENSG00000153802
LIF	leukemia inhibitory factor (cholinergic differentiation factor)	CDF, DIA, HILDA	3976	ENSG00000128342
ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial		4200	ENSG00000082212
TRNAK34	transfer RNA lysine 34 (anticodon UUU)		100189425	
FAM169A	family with sequence similarity 169, member A	KIAA0888	26049	ENSG00000198780
TRAJ7	T cell receptor alpha joining 7		28748	ENSG00000211882
IGHV4-28	immunoglobulin heavy variable 4-28		28400	ENSG00000211952
ALOXE3	arachidonate lipoxygenase 3	eLOX3, E-LOX	59344	ENSG00000179148
CLK2P	CDC-like kinase 2, pseudogene		1197	
MTND1P31	MT-ND1 pseudogene 31			ENSG00000235170
SHFM1P1	split hand/foot malformation (ectrodactyly) type 1 pseudogene 1	DSS1P1	153842	ENSG00000214857
C12orf54	chromosome 12 open reading frame 54	MGC35033	121273	ENSG00000177627
RPL5P32	ribosomal protein L5 pseudogene 32		100271207	
GLUD2	glutamate dehydrogenase 2		2747	ENSG00000182890
ANKZF1	ankyrin repeat and zinc finger domain containing 1	FLJ10415, ZNF744	55139	ENSG00000163516
RPL17P12	ribosomal protein L17 pseudogene 12		100270938	
NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	CI-75k	4719	ENSG00000023228
HMGN1P12	high mobility group nucleosome binding domain 1 pseudogene 12			ENSG00000247911
OR5P1P	olfactory receptor, family 5, subfamily P, member 1 pseudogene		79283	ENSG00000166408
RN5S203	RNA, 5S ribosomal 203			
GPR19	G protein-coupled receptor 19		2842	ENSG00000183150
RPS12P14	ribosomal protein S12 pseudogene 14		100271058	
LINC00112	long intergenic non-protein coding RNA 112		54089	ENSG00000232401
SNORA26	small nucleolar RNA, H/ACA box 26	HBI-6	677810	ENSG00000212588
DMTF1	cyclin D binding myb-like transcription factor 1	DMP1, DMTF, hDMP1	9988	ENSG00000135164
FOXG1	forkhead box G1	HFK2, QIN, BF1, HFK1, HFK3, HBF-3	2290	ENSG00000176165
SAMSN1-AS1	SAMSN1 antisense RNA 1 (non-protein coding)			ENSG00000223662
RN5S4	RNA, 5S ribosomal 4		100169755	ENSG00000200381
AP4B1	adaptor-related protein complex 4, beta 1 subunit	BETA-4	10717	ENSG00000134262
OCRL	oculocerebrorenal syndrome of Lowe	OCRL1	4952	ENSG00000122126
SF3B4P1	splicing factor 3b, subunit 4 pseudogene 1		326276	
OR52B3P	olfactory receptor, family 52, subfamily B, member 3 pseudogene		387747	ENSG00000175800
GAPDHP1	glyceraldehyde-3-phosphate dehydrogenase pseudogene 1		2616	ENSG00000228232
FAM21B	family with sequence similarity 21, member B	bA98I6.1, FLJ10824	55747	ENSG00000152726
KIAA0090	KIAA0090		23065	ENSG00000127463
CELF1	CUGBP, Elav-like family member 1	CUG-BP, hNab50, BRUNOL2, NAB50, CUGBP, NAPOR, EDEN-BP	10658	ENSG00000149187
FRRS1	ferric-chelate reductase 1	SDR2	391059	ENSG00000156869
RSL24D1P10	ribosomal L24 domain containing 1 pseudogene 10		100130699	
ARHGAP39	Rho GTPase activating protein 39	KIAA1688, Vilse, CrGAP	80728	ENSG00000147799
RRN3P3	RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 3		100131998	
CYP2C8	cytochrome P450, family 2, subfamily C, polypeptide 8	CPC8	1558	ENSG00000138115
ISCA1P6	iron-sulfur cluster assembly 1 homolog (S. cerevisiae) pseudogene 6		100130549	ENSG00000227653
MRS2P2	MRS2 magnesium homeostasis factor homolog (S. cerevisiae) pseudogene 2		729633	
C5orf41	chromosome 5 open reading frame 41		153222	ENSG00000164463
SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	CGI-85, KMT5B	51111	ENSG00000110066
LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	JTK8	4067	ENSG00000254087
MIR500B	microRNA 500b	hsa-mir-500b	100422911	ENSG00000239057
C1orf43	chromosome 1 open reading frame 43	NICE-3, DKFZp586G1722	25912	ENSG00000143612
GPR39	G protein-coupled receptor 39		2863	ENSG00000183840
MIR548AJ1	microRNA 548aj-1	hsa-mir-548aj-1	100616191	
EVI5L	ecotropic viral integration site 5-like		115704	ENSG00000142459
JUN	jun proto-oncogene	c-Jun, AP-1	3725	ENSG00000177606
IGKV2D-10	immunoglobulin kappa variable 2D-10 (pseudogene)		28890	ENSG00000253906
C18orf54	chromosome 18 open reading frame 54	MGC33382	162681	ENSG00000166845
MTND3P6	MT-ND3 pseudogene 6			ENSG00000242214
INTS7	integrator complex subunit 7	DKFZP434B168, INT7	25896	ENSG00000143493
ZNF823	zinc finger protein 823	HSZFP36	55552	ENSG00000197933
MRPS15P2	mitochondrial ribosomal protein S15 pseudogene 2		359756	
NXPH1	neurexophilin 1		30010	ENSG00000122584
HOTTIP	HOXA distal transcript antisense RNA (non-protein coding)	RP1-170O19.3	100316868	ENSG00000243766
LMBRD1	LMBR1 domain containing 1	FLJ11240, bA810I22.1, cblF	55788	ENSG00000168216
MIR3914-2	microRNA 3914-2	hsa-mir-3914-2	100500920	
ATOH8	atonal homolog 8 (Drosophila)	HATH6, FLJ14708, bHLHa21	84913	ENSG00000168874
STEAP2	STEAP family member 2, metalloreductase	IPCA-1, STAMP1, STMP	261729	ENSG00000157214
CT47A12	cancer/testis antigen family 47, member A12	CT47.12	100507170	
IMPDH1P6	IMP (inosine monophosphate) dehydrogenase 1 pseudogene 6		392267	ENSG00000254294
MIR3176	microRNA 3176	hsa-mir-3176	100423037	
TRNAG22	transfer RNA glycine 22 (anticodon CCC)		100189231	
KIR2DL5B	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5B	KIR2DL5.2, KIR2DL5, KIR2DL5.3, KIR2DL5.4	553128	ENSG00000215764
ASNA1	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	ARSA-I, GET3, TRC40	439	ENSG00000198356
LINC00417	long intergenic non-protein coding RNA 417			
SLC25A21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21	ODC1, ODC	89874	ENSG00000183032
HIPK1	homeodomain interacting protein kinase 1	KIAA0630, Myak, MGC26642, Nbak2, MGC33446, MGC33548	204851	ENSG00000163349
PADI1	peptidyl arginine deiminase, type I	HPAD10, PDI1, PDI, PAD1	29943	ENSG00000142623
CICP5	capicua homolog (Drosophila) pseudogene 5		730978	ENSG00000233771
RPL7P10	ribosomal protein L7 pseudogene 10		646538	
RPL5	ribosomal protein L5	L5	6125	ENSG00000122406
FGFR3P4	fibroblast growth factor receptor 3 pseudogene 4		100420833	
SNORD115-48	small nucleolar RNA, C/D box 115-48	HBII-52-48	100033822	ENSG00000201634
TSIX	TSIX transcript, XIST antisense RNA (non-protein coding)	NCRNA00013, XIST-AS1, LINC00013	9383	
TRNAR18	transfer RNA arginine 18 (anticodon CCU)		100189168	
DDX39B-AS1	DDX39B antisense RNA 1 (non-protein coding)			
KRTAP11-1	keratin associated protein 11-1	KAP11.1	337880	ENSG00000182591
TRNASUP5P	transfer RNA suppressor 5 (anticodon UUA) pseudogene		100189453	
EVC2	Ellis van Creveld syndrome 2	LBN	132884	ENSG00000173040
HMGB1P30	high mobility group box 1 pseudogene 30			ENSG00000244089
MIR548F4	microRNA 548f-4	hsa-mir-548f-4	100313895	ENSG00000221442
RRP12	ribosomal RNA processing 12 homolog (S. cerevisiae)		23223	ENSG00000052749
IVL	involucrin		3713	ENSG00000163207
PIRC14	piwi-interacting RNA cluster 14		100313784	
GRAMD4P1	GRAM domain containing 4 pseudogene 1			ENSG00000227874
SNORD1B	small nucleolar RNA, C/D box 1B	R38B, snR38B	677849	ENSG00000199961
PRR4	proline rich 4 (lacrimal)	LPRP	11272	ENSG00000111215
SPNS2	spinster homolog 2 (Drosophila)		124976	ENSG00000183018
BMIQ1	body mass index QTL 1		170815	
RASSF2	Ras association (RalGDS/AF-6) domain family member 2	KIAA0168, CENP-34	9770	ENSG00000101265
SSXP7	SSX family pseudogene 7	psiSSX7	326590	
OR56A5	olfactory receptor, family 56, subfamily A, member 5		390084	
MRPS18CP6	mitochondrial ribosomal protein S18C pseudogene 6		343901	
SNORD114-19	small nucleolar RNA, C/D box 114-19	14q(II-19)	767597	ENSG00000199942
IGHD5-5	immunoglobulin heavy diversity 5-5	IGHD55, DK4	28492	ENSG00000211928
DEXI	Dexi homolog (mouse)	MYLE	28955	ENSG00000182108
ATP1A2	ATPase, Na+/K+ transporting, alpha 2 polypeptide	FHM2	477	ENSG00000018625
PRB2	proline-rich protein BstNI subfamily 2	PRPPRB1, Ps, cP7	653247	ENSG00000121335
COG4	component of oligomeric golgi complex 4	COD1, DKFZP586E1519	25839	ENSG00000103051
FAM179A	family with sequence similarity 179, member A	FLJ43249, LOC165186	165186	ENSG00000189350
SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	coll-2, Sema-Z2	223117	ENSG00000153993
DDX18P6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 pseudogene 6		100131370	
TUBG1P	tubulin, gamma 1 pseudogene		442673	ENSG00000237972
MLH3	mutL homolog 3 (E. coli)		27030	ENSG00000119684
MIR936	microRNA 936	hsa-mir-936	100126326	ENSG00000216083
PCM1	pericentriolar material 1	PTC4	5108	ENSG00000078674
MARK2P11	MAP/microtubule affinity-regulating kinase 2 pseudogene 11		100421484	ENSG00000253743
TRBJ1-2	T cell receptor beta joining 1-2	TRBJ12, TCRBJ1S2	28634	
C17orf87	chromosome 17 open reading frame 87	DTFT5783, UNQ5783, FLJ32580, MGC163426, MGC163428	388325	ENSG00000161929
C2orf74	chromosome 2 open reading frame 74	LOC339804	339804	ENSG00000237651
TTC26	tetratricopeptide repeat domain 26	FLJ12571, dyf-13, DYF13	79989	ENSG00000105948
BLVRA	biliverdin reductase A		644	ENSG00000106605
OR11H2	olfactory receptor, family 11, subfamily H, member 2		79334	
NKX2-3	NK2 homeobox 3	NKX2.3, CSX3, NKX4-3	159296	ENSG00000119919
RPS20P29	ribosomal protein S20 pseudogene 29		100271561	
PTAR1	protein prenyltransferase alpha subunit repeat containing 1		375743	ENSG00000188647
DEFB128	defensin, beta 128	DEFB-28	245939	ENSG00000185982
SETX	senataxin	KIAA0625, AOA2	23064	ENSG00000107290
WASF2	WAS protein family, member 2	WAVE2, SCAR2	10163	ENSG00000158195
PTPRM	protein tyrosine phosphatase, receptor type, M	RPTPU, hR-PTPu	5797	ENSG00000173482
RPL34P20	ribosomal protein L34 pseudogene 20		100271308	
RBP1	retinol binding protein 1, cellular	CRABP-I, CRBP1, CRBP, RBPC, CRBPI	5947	ENSG00000114115
PRRX2	paired related homeobox 2	PRX2, PMX2	51450	ENSG00000167157
TRNAW1	transfer RNA tryptophan 1 (anticodon CCA)		7246	
SEPT7P1	septin 7 pseudogene 1		317774	
MIR4472-2	microRNA 4472-2	hsa-mir-4472-2	100616309	
SNX1	sorting nexin 1	SNX1A, MGC8664, HsT17379, Vps5	6642	ENSG00000028528
PTPLAD1	protein tyrosine phosphatase-like A domain containing 1	B-ind1, HSPC121	51495	ENSG00000074696
MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	MAD2, HSMAD2	4085	ENSG00000164109
VN1R66P	vomeronasal 1 receptor 66 pseudogene		100129315	ENSG00000237185
RPL19P5	ribosomal protein L19 pseudogene 5		646532	
CNTRL	centriolin		11064	ENSG00000119397
PGCP1	progastricsin (pepsinogen C) pseudogene 1		441897	ENSG00000227179
DRGX	dorsal root ganglia homeobox	DRG11	644168	ENSG00000165606
ANKRD10-IT1	ANKRD10 intronic transcript 1 (non-protein coding)		100505494	ENSG00000229152
NDP	Norrie disease (pseudoglioma)		4693	ENSG00000124479
ATP6AP1	ATPase, H+ transporting, lysosomal accessory protein 1	ORF, XAP-3, VATPS1, 16A, Ac45, XAP3, CF2	537	ENSG00000071553
SART1	squamous cell carcinoma antigen recognized by T cells	Ara1, Snu66, SNRNP110	9092	ENSG00000175467
TRNAS29P	transfer RNA serine 29 (anticodon AGA) pseudogene		100189487	
PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein-like	KIAA1796, Em:AC025038.1	84457	ENSG00000165443
TMEM185B	transmembrane protein 185B	FLJ20979	79134	ENSG00000226479
PCDHGCT	protocadherin gamma constant	PCDHGC	56118	
MIR5004	microRNA 5004	hsa-mir-5004		
BTF3P4	basic transcription factor 3 pseudogene 4		392350	ENSG00000224820
ASCC3	activating signal cointegrator 1 complex subunit 3	RNAH, ASC1p200, dJ121G13.4, dJ467N11.1	10973	ENSG00000112249
RN7SKP5	RNA, 7SK small nuclear pseudogene 5			
DDX50P2	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 50 pseudogene 2		166070	ENSG00000240048
